"Genus","Species.Name","a","b"
"Enneapterygius","Enneapterygius pusillus",0.0055,3.08
"Enneapterygius","Enneapterygius rufopileus",0.0055,3.08
"Enneapterygius","Enneapterygius tutuilae",0.0055,3.08
"Enneapterygius","Enneapterygius ventermaculus",0.0055,3.08
"Enoplosus","Enoplosus armatus",0.00389,3.12
"Epibulus","Epibulus brevis",0.00389,3.12
"Epibulus","Epibulus insidiator",0.01405,3.08102
"Epinephelides","Epinephelides armatus",0.00933,2.97
"Epinephelus","Epinephelus akaara",0.01148,3.04
"Epinephelus","Epinephelus albomarginatus",0.01148,3.04
"Epinephelus","Epinephelus amblycephalus",0.01148,3.04
"Epinephelus","Epinephelus analogus",0.01148,3.04
"Epinephelus","Epinephelus andersoni",0.01148,3.04
"Epinephelus","Epinephelus areolatus",0.023307,2.934305
"Epinephelus","Epinephelus awoara",0.01148,3.04
"Epinephelus","Epinephelus bilobatus",0.01148,3.04
"Epinephelus","Epinephelus bleekeri",0.0155,3.06
"Epinephelus","Epinephelus bontoides",0.01148,3.04
"Epinephelus","Epinephelus bruneus",0.01148,3.04
"Epinephelus","Epinephelus chabaudi",0.01148,3.04
"Epinephelus","Epinephelus chlorostigma",0.0164,3.04
"Epinephelus","Epinephelus coeruleopunctatus",0.01975,2.921947
"Epinephelus","Epinephelus coioides",0.015147,3.026848
"Epinephelus","Epinephelus corallicola",0.01148,3.04
"Epinephelus","Epinephelus cyanopodus",0.012194,3.089112
"Epinephelus","Epinephelus daemelii",0.01148,3.04
"Epinephelus","Epinephelus diacanthus",0.058,2.516
"Epinephelus","Epinephelus erythrurus",0.01148,3.04
"Epinephelus","Epinephelus fasciatomaculosus",0.01148,3.04
"Epinephelus","Epinephelus fasciatus",0.014125,3.037035
"Epinephelus","Epinephelus faveatus",0.01148,3.04
"Epinephelus","Epinephelus flavocaeruleus",0.01148,3.04
"Epinephelus","Epinephelus fuscoguttatus",0.0143,3.034687
"Epinephelus","Epinephelus hexagonatus",0.01766,2.93
"Epinephelus","Epinephelus howlandi",0.01511,3.019114
"Epinephelus","Epinephelus irroratus",0.01148,3.04
"Epinephelus","Epinephelus labriformis",0.0343,2.9
"Epinephelus","Epinephelus lanceolatus",0.0131,3.056
"Epinephelus","Epinephelus longispinis",0.027,3.249
"Epinephelus","Epinephelus macrospilos",0.013293,3.025817
"Epinephelus","Epinephelus maculatus",0.012652,3.027434
"Epinephelus","Epinephelus magniscuttis",0.034694,2.945398
"Epinephelus","Epinephelus malabaricus",0.01696,3.048778
"Epinephelus","Epinephelus marginatus",0.009963,3.104755
"Epinephelus","Epinephelus melanostigma",0.01148,3.04
"Epinephelus","Epinephelus merra",0.013138,3.109829
"Epinephelus","Epinephelus miliaris",0.01148,3.04
"Epinephelus","Epinephelus morrhua",0.050145,2.726662
"Epinephelus","Epinephelus multinotatus",0.0167,2.964
"Epinephelus","Epinephelus ongus",0.020182,2.90917
"Epinephelus","Epinephelus poecilonotus",0.01148,3.04
"Epinephelus","Epinephelus polyphekadion",0.010369,3.121443
"Epinephelus","Epinephelus posteli",0.01148,3.04
"Epinephelus","Epinephelus quinquefasciatus",0.01148,3.04
"Epinephelus","Epinephelus quoyanus",0.0316,2.77
"Epinephelus","Epinephelus retouti",0.01148,3.04
"Epinephelus","Epinephelus rivulatus",0.016289,2.997368
"Epinephelus","Epinephelus sexfasciatus",0.0265,2.877
"Epinephelus","Epinephelus socialis",0.01148,3.04
"Epinephelus","Epinephelus spilotoceps",0.0041,3.346
"Epinephelus","Epinephelus stoliczkae",0.01148,3.04
"Epinephelus","Epinephelus summana",0.01148,3.04
"Epinephelus","Epinephelus tauvina",0.014139,3.020575
"Epinephelus","Epinephelus trimaculatus",0.01148,3.04
"Epinephelus","Epinephelus tukula",0.0131,3.056
"Epinephelus","Epinephelus undulatostriatus",0.01148,3.04
"Epinephelus","Epinephelus undulosus",0.00882,2.764
"Equulites","Equulites leuciscus",0.004769,3.497239
"Equulites","Equulites rivulatus",0.030345,2.822913
"Etelis","Etelis coruscans",0.022562,2.815867
"Eubalichthys","Eubalichthys caeruleoguttatus",0.02188,2.91
"Eubalichthys","Eubalichthys cyanoura",0.02188,2.91
"Eubalichthys","Eubalichthys gunnii",0.02188,2.91
"Eubalichthys","Eubalichthys mosaicus",0.02188,2.91
"Eubleekeria","Eubleekeria splendens",0.023679,2.891117
"Eucrossorhinus","Eucrossorhinus dasypogon",0.00389,3.12
"Eupetrichthys","Eupetrichthys angustipes",0.01,3.04
"Euthynnus","Euthynnus affinis",0.026,2.836
"Euthynnus","Euthynnus lineatus",0.026,2.836
"Eviota","Eviota albolineata",0.00617,3.08
"Eviota","Eviota bifasciata",0.00617,3.08
"Eviota","Eviota guttata",0.00617,3.08
"Eviota","Eviota nigriventris",0.00617,3.08
"Eviota","Eviota prasites",0.00617,3.08
"Eviota","Eviota sebreei",0.00617,3.08
"Eviota","Eviota zebrina",0.00617,3.08
"Exallias","Exallias brevis",0.01995,3.01
"Exyrias","Exyrias belissimus",0.01296,2.88208
"Fibramia","Fibramia amboinensis",0.01549,3.07
"Fibramia","Fibramia lateralis",0.018024,2.942118
"Fistularia","Fistularia commersonii",0.0112,2.54
"Fistularia","Fistularia petimba",0.000285,3.18167
"Forcipiger","Forcipiger flavissimus",0.02188,3.02
"Forcipiger","Forcipiger longirostris",0.0271,3.061
"Forcipiger","Forcipiger wanai",0.02188,3.02
"Fowleria","Fowleria aurita",0.03764,2.77584
"Fowleria","Fowleria marmorata",0.00139,4.044315
"Fowleria","Fowleria variegata",0.015231,3.293459
"Fusigobius","Fusigobius duospilus",0.00891,3.07
"Fusigobius","Fusigobius longispinus",0.00891,3.07
"Fusigobius","Fusigobius neophytus",0.00891,3.07
"Galeocerdo","Galeocerdo cuvier",0.00129,3.251442
"Gazza","Gazza minuta",0.031689,2.897423
"Genicanthus","Genicanthus bellus",0.0302,2.89
"Genicanthus","Genicanthus caudovittatus",0.0302,2.89
"Genicanthus","Genicanthus lamarck",0.0302,2.89
"Genicanthus","Genicanthus melanospilos",0.0302,2.89
"Genicanthus","Genicanthus personatus",0.0302,2.89
"Genicanthus","Genicanthus semicinctus",0.0302,2.89
"Genicanthus","Genicanthus semifasciatus",0.0302,2.89
"Genicanthus","Genicanthus spinus",0.0302,2.89
"Genicanthus","Genicanthus takeuchii",0.0302,2.89
"Genicanthus","Genicanthus watanabei",0.0302,2.89
"Genyatremus","Genyatremus dovii",0.0195,2.96
"Gerres","Gerres filamentosus",0.020219,3.118027
"Gerres","Gerres longirostris",0.015937,2.926372
"Gerres","Gerres oyena",0.006389,3.283976
"Gerres","Gerres subfasciatus",0.022947,3.004377
"Giganthias","Giganthias immaculatus",0.00933,2.97
"Girella","Girella cyanea",0.01549,3.06
"Girella","Girella freminvillii",0.01549,3.06
"Girella","Girella simplicidens",0.01549,3.06
"Girella","Girella tricuspidata",0.01433,3.022
"Girella","Girella zebra",0.01549,3.06
"Glaucosoma","Glaucosoma hebraicum",0.01479,2.98
"Gnathanodon","Gnathanodon speciosus",0.016908,2.926345
"Gnathodentex","Gnathodentex aureolineatus",0.014262,3.024904
"Gnatholepis","Gnatholepis anjerensis",0.00871,3.06
"Gnatholepis","Gnatholepis cauerensis",0.00871,3.06
"Gobioclinus","Gobioclinus dendriticus",0.00479,3.09
"Gobiodon","Gobiodon acicularis",0.01995,3.01
"Gobiodon","Gobiodon citrinus",0.0577,2.43917
"Gobiodon","Gobiodon okinawae",0.01995,3.01
"Gobiodon","Gobiodon quinquestrigatus",0.01995,3.01
"Gobiodon","Gobiodon reticulatus",0.01995,3.01
"Gobiodon","Gobiodon rivulatus",0.01995,3.01
"Gomphosus","Gomphosus caeruleus",0.01838,2.70269
"Gomphosus","Gomphosus varius",0.01838,2.70269
"Gracila","Gracila albomarginata",0.01148,3.05
"Grammatobothus","Grammatobothus krempfi",0.01047,3
"Grammatobothus","Grammatobothus pennatus",0.01047,3
"Grammatobothus","Grammatobothus polyophthalmus",0.01959,2.805915
"Grammatorcynus","Grammatorcynus bicarinatus",0.00647,3
"Grammatorcynus","Grammatorcynus bilineatus",0.00647,3
"Grammistes","Grammistes sexlineatus",0.00407,3.14
"Grammistops","Grammistops ocellatus",0.00407,3.14
"Gunnellichthys","Gunnellichthys curiosus",0.00389,3.12
"Gunnellichthys","Gunnellichthys monostigma",0.00389,3.12
"Gunnellichthys","Gunnellichthys pleurotaenia",0.00389,3.12
"Gymnocaesio","Gymnocaesio gymnoptera",0.01122,3.04
"Gymnocranius","Gymnocranius audleyi",0.0304,2.95
"Gymnocranius","Gymnocranius euanus",0.019829,2.926623
"Gymnocranius","Gymnocranius frenatus",0.0304,2.95
"Gymnocranius","Gymnocranius grandoculis",0.026616,2.878493
"Gymnocranius","Gymnocranius griseus",0.0304,2.95
"Gymnocranius","Gymnocranius microdon",0.01778,2.97
"Gymnomuraena","Gymnomuraena zebra",0.00112,3.07
"Gymnosarda","Gymnosarda unicolor",0.00788,3.065
"Gymnothorax","Gymnothorax albimarginatus",0.00095,3.1
"Gymnothorax","Gymnothorax annasona",0.00095,3.1
"Gymnothorax","Gymnothorax breedeni",0.00095,3.1
"Gymnothorax","Gymnothorax castaneus",0.00095,3.1
"Gymnothorax","Gymnothorax dovii",0.00095,3.1
"Gymnothorax","Gymnothorax eurostus",0.00095,3.1
"Gymnothorax","Gymnothorax favagineus",0.00095,3.1
"Gymnothorax","Gymnothorax fimbriatus",0.00044,3.32357
"Gymnothorax","Gymnothorax flavimarginatus",0.00087,3.12
"Gymnothorax","Gymnothorax griseus",0.00095,3.1
"Gymnothorax","Gymnothorax isingteena",0.00095,3.1
"Gymnothorax","Gymnothorax javanicus",0.00095,3.1
"Gymnothorax","Gymnothorax johnsoni",0.00095,3.1
"Gymnothorax","Gymnothorax melatremus",0.00087,3.12
"Gymnothorax","Gymnothorax meleagris",0.00095,3.1
"Gymnothorax","Gymnothorax monostigma",0.00095,3.1
"Gymnothorax","Gymnothorax nudivomer",0.00095,3.1
"Gymnothorax","Gymnothorax pictus",0.00095,3.1
"Gymnothorax","Gymnothorax pseudothyrsoideus",0.00095,3.1
"Gymnothorax","Gymnothorax thyrsoideus",0.00095,3.1
"Gymnothorax","Gymnothorax undulatus",0.00095,3.1
"Haemulon","Haemulon flaviguttatum",0.07937,2.6
"Haemulon","Haemulon maculicauda",0.040017,2.913685
"Haemulon","Haemulon scudderii",0.01479,3.03
"Haemulon","Haemulon sexfasciatum",0.06306,2.71
"Haemulon","Haemulon steindachneri",0.015882,3.049756
"Halichoeres","Halichoeres adustus",0.01,3.08
"Halichoeres","Halichoeres argus",0.01746,2.95682
"Halichoeres","Halichoeres bicolor",0.01,3.08
"Halichoeres","Halichoeres binotopsis",0.01,3.08
"Halichoeres","Halichoeres biocellatus",0.01,3.08
"Halichoeres","Halichoeres bleekeri",0.01,3.08
"Halichoeres","Halichoeres brownfieldi",0.01,3.08
"Halichoeres","Halichoeres chierchiae",0.01,3.08
"Halichoeres","Halichoeres chlorocephalus",0.01,3.08
"Halichoeres","Halichoeres chloropterus",0.016,2.87
"Halichoeres","Halichoeres chrysus",0.01,3.08
"Halichoeres","Halichoeres claudia",0.0049,3.11
"Halichoeres","Halichoeres cosmetus",0.01,3.08
"Halichoeres","Halichoeres discolor",0.0049,3.11
"Halichoeres","Halichoeres dispilus",0.01,3.08
"Halichoeres","Halichoeres erdmanni",0.01,3.08
"Halichoeres","Halichoeres hartzfeldii",0.0049,3.11
"Halichoeres","Halichoeres hilomeni",0.01,3.08
"Halichoeres","Halichoeres hortulanus",0.0119,3.064
"Halichoeres","Halichoeres insularis",0.0049,3.11
"Halichoeres","Halichoeres iridis",0.01,3.08
"Halichoeres","Halichoeres kallochroma",0.01,3.08
"Halichoeres","Halichoeres lapillus",0.01,3.08
"Halichoeres","Halichoeres leptotaenia",0.01,3.08
"Halichoeres","Halichoeres leucoxanthus",0.01,3.08
"Halichoeres","Halichoeres leucurus",0.0049,3.11
"Halichoeres","Halichoeres malpelo",0.0049,3.11
"Halichoeres","Halichoeres margaritaceus",0.00526,3.414
"Halichoeres","Halichoeres marginatus",0.00526,3.414
"Halichoeres","Halichoeres melanochir",0.01,3.08
"Halichoeres","Halichoeres melanotis",0.01,3.08
"Halichoeres","Halichoeres melanurus",0.00931,3.2615
"Halichoeres","Halichoeres melas",0.01,3.08
"Halichoeres","Halichoeres melasmapomus",0.01,3.08
"Halichoeres","Halichoeres miniatus",0.01,3.08
"Halichoeres","Halichoeres nebulosus",0.01,3.08
"Halichoeres","Halichoeres nicholsi",0.01,3.08
"Halichoeres","Halichoeres nigrescens",0.01,3.08
"Halichoeres","Halichoeres notospilus",0.01,3.08
"Halichoeres","Halichoeres orientalis",0.01,3.08
"Halichoeres","Halichoeres ornatissimus",0.01,3.08
"Halichoeres","Halichoeres pallidus",0.01,3.08
"Halichoeres","Halichoeres papilionaceus",0.01,3.08
"Halichoeres","Halichoeres pardaleocephalus",0.01,3.08
"Halichoeres","Halichoeres pelicieri",0.0049,3.11
"Halichoeres","Halichoeres podostigma",0.01,3.08
"Halichoeres","Halichoeres prosopeion",0.01,3.08
"Halichoeres","Halichoeres richmondi",0.01,3.08
"Halichoeres","Halichoeres rubricephalus",0.01,3.08
"Halichoeres","Halichoeres salmofasciatus",0.01,3.08
"Halichoeres","Halichoeres scapularis",0.00524,3.382
"Halichoeres","Halichoeres semicinctus",0.01,3.08
"Halichoeres","Halichoeres signifer",0.0049,3.11
"Halichoeres","Halichoeres solorensis",0.01,3.08
"Halichoeres","Halichoeres stigmaticus",0.01,3.08
"Halichoeres","Halichoeres tenuispinis",0.01,3.08
"Halichoeres","Halichoeres timorensis",0.01,3.08
"Halichoeres","Halichoeres trimaculatus",0.025247,2.76776
"Halichoeres","Halichoeres trispilus",0.01,3.08
"Halichoeres","Halichoeres vrolikii",0.01,3.08
"Halichoeres","Halichoeres zeylonicus",0.01,3.08
"Haliophis","Haliophis guttatus",0.00102,3.06
"Helcogramma","Helcogramma decurrens",0.0055,3.08
"Helcogramma","Helcogramma obtusirostris",0.0055,3.08
"Helcogramma","Helcogramma striata",0.0055,3.08
"Hemiglyphidodon","Hemiglyphidodon plagiometopon",0.002239,2.99
"Hemigymnus","Hemigymnus fasciatus",0.02423,2.92262
"Hemigymnus","Hemigymnus melapterus",0.02423,2.92262
"Hemiramphus","Hemiramphus far",0.28321,1.831
"Hemitaurichthys","Hemitaurichthys multispinosus",0.02188,3.02
"Hemitaurichthys","Hemitaurichthys polylepis",0.02188,3.02
"Hemitaurichthys","Hemitaurichthys thompsoni",0.02188,3.02
"Hemitaurichthys","Hemitaurichthys zoster",0.02188,3.02
"Heniochus","Heniochus acuminatus",0.025869,3.083976
"Heniochus","Heniochus chrysostomus",0.014881,3.307727
"Heniochus","Heniochus diphreutes",0.02188,3.02
"Heniochus","Heniochus intermedius",0.02188,3.02
"Heniochus","Heniochus monoceros",0.019121,3.174275
"Heniochus","Heniochus pleurotaenia",0.02188,3.02
"Heniochus","Heniochus singularius",0.02188,3.02
"Heniochus","Heniochus varius",0.02188,3.02
"Herklotsichthys","Herklotsichthys quadrimaculatus",0.006322,3.140701
"Heteroclinus","Heteroclinus roseus",0.01675,2.77476
"Heteroconger","Heteroconger hassi",0.00102,3.06
"Heteroconger","Heteroconger klausewitzi",0.00102,3.06
"Heterodontus","Heterodontus mexicanus",0.00389,3.12
"Heterodontus","Heterodontus portusjacksoni",0.00389,3.12
"Heterodontus","Heterodontus quoyi",0.00389,3.12
"Heteropriacanthus","Heteropriacanthus cruentatus",0.02621,2.838166
"Heteroscarus","Heteroscarus acroptilus",0.00692,3.08
"Hippocampus","Hippocampus histrix",0.00427,3
"Hippocampus","Hippocampus ingens",0.00427,3
"Hipposcarus","Hipposcarus harid",0.0161,3.05
"Hipposcarus","Hipposcarus longiceps",0.0161,3.05
"Holacanthus","Holacanthus clarionensis",0.0302,2.89
"Holacanthus","Holacanthus limbaughi",0.0302,2.89
"Holacanthus","Holacanthus passer",0.0271,3.084
"Hologymnosus","Hologymnosus annulatus",0.0049,3.11
"Hologymnosus","Hologymnosus doliatus",0.0049,3.11
"Hologymnosus","Hologymnosus longipes",0.0049,3.11
"Hologymnosus","Hologymnosus rhodonotus",0.0049,3.11
"Hoplolatilus","Hoplolatilus starcki",0.00537,3.03
"Hoplopagrus","Hoplopagrus guentherii",0.0228,3
"Hypoplectrodes","Hypoplectrodes annulatus",0.00933,2.97
"Hypoplectrodes","Hypoplectrodes cardinalis",0.00933,2.97
"Hypoplectrodes","Hypoplectrodes huntii",0.00933,2.97
"Hypoplectrodes","Hypoplectrodes maccullochi",0.00933,2.97
"Hypoplectrodes","Hypoplectrodes nigroruber",0.00933,2.97
"Hypoplectrodes","Hypoplectrodes wilsoni",0.00933,2.97
"Hyporhamphus","Hyporhamphus acutus",0.0034,4.11
"Hyporhamphus","Hyporhamphus affinis",0.00068,3.57549
"Hyporhamphus","Hyporhamphus australis",0.00219,3.13
"Hyporhamphus","Hyporhamphus dussumieri",0.00219,3.13
"Hyporthodus","Hyporthodus septemfasciatus",0.00332,3.348
"Hypsypops","Hypsypops rubicundus",0.02239,2.99
"Idiotropiscis","Idiotropiscis australe",0.00049,3.1
"Iniistius","Iniistius aneitensis",0.01122,3.04
"Iniistius","Iniistius auropunctatus",0.01122,3.04
"Iniistius","Iniistius baldwini",0.00776,3.01
"Iniistius","Iniistius celebicus",0.01122,3.04
"Iniistius","Iniistius griffithsi",0.01122,3.04
"Iniistius","Iniistius pavo",0.01122,3.04
"Iniistius","Iniistius trivittatus",0.01122,3.04
"Iniistius","Iniistius umbrilatus",0.00776,3.01
"Inimicus","Inimicus didactylus",0.024155,2.847225
"Inimicus","Inimicus filamentosus",0.01122,3.04
"Inimicus","Inimicus sinensis",0.01122,3.04
"Istiblennius","Istiblennius edentulus",0.00741,3
"Istiblennius","Istiblennius lineatus",0.00741,3
"Istigobius","Istigobius decoratus",0.019968,2.73918
"Istigobius","Istigobius ornatus",0.010215,3.09684
"Istigobius","Istigobius rigilius",0.01334,3
"Jaydia","Jaydia catalai",0.0052,3.935
"Jaydia","Jaydia ellioti",0.01802,2.9616
"Johnrandallia","Johnrandallia nigrirostris",0.021,3.215
"Koumansetta","Koumansetta hectori",0.00617,3.08
"Koumansetta","Koumansetta rainfordi",0.00617,3.08
"Kuhlia","Kuhlia marginata",0.01126,3.104869
"Kuhlia","Kuhlia mugil",0.01995,3.08
"Kuhlia","Kuhlia sandvicensis",0.036,3.02
"Kyphosus","Kyphosus analogus",0.0182,3.03
"Kyphosus","Kyphosus azureus",0.0194,3.23
"Kyphosus","Kyphosus bigibbus",0.01479,2.99
"Kyphosus","Kyphosus cinerascens",0.0306,2.94
"Kyphosus","Kyphosus cornelii",0.0182,3.03
"Kyphosus","Kyphosus elegans",0.0182,3.03
"Kyphosus","Kyphosus hawaiiensis",0.0182,3.03
"Kyphosus","Kyphosus ocyurus",0.0182,3.03
"Kyphosus","Kyphosus pacificus",0.0182,3.03
"Kyphosus","Kyphosus sydneyanus",0.01904,3.055
"Kyphosus","Kyphosus vaigiensis",0.01623,3.03696
"Labracinus","Labracinus cyclophthalmus",0.01995,3.01
"Labracinus","Labracinus lineatus",0.01995,3.01
"Labrichthys","Labrichthys unilineatus",0.01503,3
"Labrisomus","Labrisomus multiporosus",0.0127,3.11
"Labrisomus","Labrisomus xanti",0.00908,3.181
"Labroides","Labroides bicolor",0.00447,3.14
"Labroides","Labroides dimidiatus",0.006669,3.172365
"Labroides","Labroides pectoralis",0.00447,3.14
"Labroides","Labroides phthirophagus",0.00447,3.14
"Labroides","Labroides rubrolabiatus",0.00447,3.14
"Labropsis","Labropsis alleni",0.00977,3.05
"Labropsis","Labropsis australis",0.00977,3.05
"Labropsis","Labropsis manabei",0.00977,3.05
"Labropsis","Labropsis micronesica",0.00977,3.05
"Labropsis","Labropsis polynesica",0.00977,3.05
"Labropsis","Labropsis xanthonota",0.00977,3.05
"Lactoria","Lactoria cornuta",0.01698,2.9383
"Lactoria","Lactoria fornasini",0.03548,2.81
"Lagocephalus","Lagocephalus sceleratus",0.021389,2.854607
"Larabicus","Larabicus quadrilineatus",0.00977,3.05
"Latridopsis","Latridopsis forsteri",0.01202,3.04
"Latropiscis","Latropiscis purpurissatus",0.00437,3.13
"Leiognathus","Leiognathus equulus",0.019754,3.002415
"Lepidonectes","Lepidonectes bimaculatus",0.0055,3.08
"Lepidonectes","Lepidonectes corallicola",0.0055,3.08
"Lepidoperca","Lepidoperca caesiopercula",0.1,3.04
"Lepidoperca","Lepidoperca tasmanica",0.1,3.04
"Lepidozygus","Lepidozygus tapeinosoma",0.01479,2.98
"Leptojulis","Leptojulis chyrsotaenia",0.00977,3.05
"Leptojulis","Leptojulis cyanopleura",0.00977,3.05
"Leptojulis","Leptojulis lambdastigma",0.00977,3.05
"Leptojulis","Leptojulis polylepis",0.00977,3.05
"Leptoscarus","Leptoscarus vaigiensis",0.017687,2.961067
"Lethrinus","Lethrinus amboinensis",0.00389,3.12
"Lethrinus","Lethrinus atkinsoni",0.01648,3.029743
"Lethrinus","Lethrinus borbonicus",0.00389,3.12
"Lethrinus","Lethrinus conchyliatus",0.01479,2.99
"Lethrinus","Lethrinus crocineus",0.01479,2.99
"Lethrinus","Lethrinus enigmaticus",0.01479,2.99
"Lethrinus","Lethrinus erythracanthus",0.0183,3.02
"Lethrinus","Lethrinus erythropterus",0.0103,3.417
"Lethrinus","Lethrinus genivittatus",0.015309,2.971004
"Lethrinus","Lethrinus haematopterus",0.01479,2.99
"Lethrinus","Lethrinus harak",0.014947,3.034322
"Lethrinus","Lethrinus laticaudis",0.01479,2.99
"Lethrinus","Lethrinus lentjan",0.021258,2.922373
"Lethrinus","Lethrinus mahsena",0.011334,3.121525
"Lethrinus","Lethrinus microdon",0.021,2.9
"Lethrinus","Lethrinus miniatus",0.00561,3.27671
"Lethrinus","Lethrinus nebulosus",0.027592,2.927248
"Lethrinus","Lethrinus obsoletus",0.016939,3.003924
"Lethrinus","Lethrinus olivaceus",0.025937,2.829751
"Lethrinus","Lethrinus ornatus",0.0293,3.067
"Lethrinus","Lethrinus ravus",0.0104,3.06476
"Lethrinus","Lethrinus reticulatus",0.01479,2.99
"Lethrinus","Lethrinus rubrioperculatus",0.01279,3.039657
"Lethrinus","Lethrinus semicinctus",0.009019,3.094426
"Lethrinus","Lethrinus variegatus",0.01479,2.99
"Lethrinus","Lethrinus xanthochilus",0.017926,2.939661
"Liopropoma","Liopropoma africanum",0.01122,3.04
"Liopropoma","Liopropoma aurora",0.01122,3.04
"Liopropoma","Liopropoma collettei",0.00389,3.12
"Liopropoma","Liopropoma fasciatum",0.01122,3.04
"Liopropoma","Liopropoma flavidum",0.01122,3.04
"Liopropoma","Liopropoma latifasciatum",0.01122,3.04
"Liopropoma","Liopropoma longilepis",0.1,3.04
"Liopropoma","Liopropoma mitratum",0.01122,3.04
"Liopropoma","Liopropoma multilineatum",0.00389,3.12
"Liopropoma","Liopropoma pallidum",0.01122,3.04
"Liopropoma","Liopropoma randalli",0.01122,3.04
"Liopropoma","Liopropoma susumi",0.00389,3.12
"Liopropoma","Liopropoma swalesi",0.00389,3.12
"Liopropoma","Liopropoma tonstrinum",0.00389,3.12
"Lipocheilus","Lipocheilus carnolabrum",0.149,2.488
"Lotilia","Lotilia graciliosa",0.00617,3.08
"Lutjanus","Lutjanus adetii",0.013952,3.108246
"Lutjanus","Lutjanus aratus",0.01445,2.98
"Lutjanus","Lutjanus argentimaculatus",0.026107,2.870725
"Lutjanus","Lutjanus argentiventris",0.013601,3.018814
"Lutjanus","Lutjanus bengalensis",0.01445,2.98
"Lutjanus","Lutjanus biguttatus",0.01445,2.98
"Lutjanus","Lutjanus bitaeniatus",0.01445,2.98
"Lutjanus","Lutjanus bohar",0.013464,3.055209
"Lutjanus","Lutjanus boutton",0.0336,3
"Lutjanus","Lutjanus carponotatus",0.0296,2.84
"Lutjanus","Lutjanus coeruleolineatus",0.01445,2.98
"Lutjanus","Lutjanus colorado",0.0159,2.98
"Lutjanus","Lutjanus decussatus",0.0421,2.887
"Lutjanus","Lutjanus dodecacanthoides",0.01445,2.98
"Lutjanus","Lutjanus ehrenbergii",0.0367,2.96
"Lutjanus","Lutjanus erythropterus",0.0244,2.87
"Lutjanus","Lutjanus fulviflamma",0.019483,2.943305
"Lutjanus","Lutjanus fulvus",0.020046,2.95091
"Lutjanus","Lutjanus gibbus",0.016308,3.030469
"Lutjanus","Lutjanus guttatus",0.018,2.895
"Lutjanus","Lutjanus indicus",0.01445,2.98
"Lutjanus","Lutjanus inermis",0.01445,2.98
"Lutjanus","Lutjanus johnii",0.039,2.733
"Lutjanus","Lutjanus jordani",0.01445,2.98
"Lutjanus","Lutjanus kasmira",0.009214,3.186953
"Lutjanus","Lutjanus lemniscatus",0.01445,2.98
"Lutjanus","Lutjanus lunulatus",0.01445,2.98
"Lutjanus","Lutjanus lutjanus",0.019938,2.901512
"Lutjanus","Lutjanus madras",0.01445,2.98
"Lutjanus","Lutjanus malabaricus",0.01564,3.007681
"Lutjanus","Lutjanus maxweberi",0.01445,2.98
"Lutjanus","Lutjanus mizenkoi",0.01445,2.98
"Lutjanus","Lutjanus monostigma",0.018003,2.939851
"Lutjanus","Lutjanus notatus",0.01445,2.98
"Lutjanus","Lutjanus novemfasciatus",0.015,2.98
"Lutjanus","Lutjanus papuensis",0.01445,2.98
"Lutjanus","Lutjanus peru",0.01445,2.98
"Lutjanus","Lutjanus quinquelineatus",0.015211,3.00356
"Lutjanus","Lutjanus rivulatus",0.00768,3.26016
"Lutjanus","Lutjanus rufolineatus",0.0341,2.996
"Lutjanus","Lutjanus russellii",0.014635,2.99119
"Lutjanus","Lutjanus sanguineus",0.01445,2.98
"Lutjanus","Lutjanus sebae",0.01264,3.071377
"Lutjanus","Lutjanus semicinctus",0.00359,3.42802
"Lutjanus","Lutjanus stellatus",0.01445,2.98
"Lutjanus","Lutjanus timoriensis",0.0382,2.95
"Lutjanus","Lutjanus viridis",0.01445,2.98
"Lutjanus","Lutjanus vitta",0.013178,3.032587
"Luzonichthys","Luzonichthys earlei",0.00389,3.12
"Luzonichthys","Luzonichthys microlepis",0.00389,3.12
"Luzonichthys","Luzonichthys taeniatus",0.00389,3.12
"Luzonichthys","Luzonichthys waitei",0.00389,3.12
"Luzonichthys","Luzonichthys whitleyi",0.00389,3.12
"Lythrypnus","Lythrypnus dalli",0.00992,2.973
"Macolor","Macolor macularis",0.0274,2.91
"Macolor","Macolor niger",0.0217,2.97
"Macropharyngodon","Macropharyngodon bipartitus",0.01,3.06
"Macropharyngodon","Macropharyngodon choati",0.01,3.06
"Macropharyngodon","Macropharyngodon cyanoguttatus",0.01,3.06
"Macropharyngodon","Macropharyngodon geoffroy",0.01,3.06
"Macropharyngodon","Macropharyngodon kuiteri",0.01,3.06
"Macropharyngodon","Macropharyngodon marisrubi",0.01,3.06
"Macropharyngodon","Macropharyngodon meleagris",0.01,3.06
"Macropharyngodon","Macropharyngodon moyeri",0.01,3.06
"Macropharyngodon","Macropharyngodon negrosensis",0.01,3.06
"Macropharyngodon","Macropharyngodon ornatus",0.01,3.06
"Macropharyngodon","Macropharyngodon pakoko",0.01,3.06
"Macropharyngodon","Macropharyngodon vivienae",0.01,3.06
"Mahidolia","Mahidolia mystacina",0.00617,3.08
"Malacanthus","Malacanthus brevirostris",0.00537,3.03
"Malacanthus","Malacanthus latovittatus",0.00537,3.03
"Malacoctenus","Malacoctenus ebisui",0.00955,3.04
"Malacoctenus","Malacoctenus margaritae",0.00955,3.04
"Malacoctenus","Malacoctenus tetranemus",0.00955,3.04
"Malacoctenus","Malacoctenus zonifer",0.00955,3.04
