speccode,species,a,b,lmax_old,family,lmax
55704,Hemiodus orthonops,0.010725,3.16625,34.2,Hemiodontidae,31
5147,Channa punctata,0.022649,2.8527,27.9,Channidae,31
28128,Grammoplites suppositus,0.007,2.809,31,Platycephalidae,31
3373,Lepomis gulosus,0.032314286,3.212857143,27.4,Centrarchidae,31
5407,Cyphomyrus discorhynchus,0.0357,2.695666667,NA,Mormyridae,31
12455,Microspathodon dorsalis,0.02239,2.99,NA,Pomacentridae,31
3591,Mulloidichthys dentatus,0.01023,3.09,NA,Mullidae,31
6017,Paracanthurus hepatus,0.02344,2.97,NA,Acanthuridae,31
5543,Scarus chameleon,0.01445,3.04,NA,Scaridae,31
12707,Scarus hypselopterus,0.00794,3.11,NA,Scaridae,31
4980,Scarus koputea,0.01445,3.04,NA,Scaridae,31
5886,Scolopsis bimaculata,0.0182,2.98,NA,Nemipteridae,31
4619,Siganus puelloides,0.01585,3.07,NA,Siganidae,31
4916,Anampses cuvier,0.01995,3.01,NA,Labridae,31
4891,Anampses geographicus,0.01,3.06,NA,Labridae,31
59650,Thalassoma septemfasciatum,0.00977,3.05,NA,Labridae,31
27144,Urolophus orarius,0.01,3.04,NA,Urolophidae,31
13703,Anisotremus taeniatus,0.01622,3.03,NA,Haemulidae,31
7975,Chaetodermis penicilligerus,0.02188,2.91,NA,Monacanthidae,31
14382,Chlorurus genazonatus,0.01413,3.04,NA,Scaridae,31
4978,Chlorurus japanensis,0.01413,3.04,NA,Scaridae,31
1259,Acanthurus tennentii,0.02291,2.96,NA,Acanthuridae,31
47142,Galaxias platei,0.005,3.15,16.8,Galaxiidae,30.9
68301,Bodianus atrolumbus,0.01202,3.06,NA,Labridae,30.7
3258,Antigonia capros,0.061075,2.819166667,20.5,Caproidae,30.5
23,Callionymus lyra,0.039827273,2.534309091,30.5,Callionymidae,30.5
14147,Synodus evermanni,0.007,3.031,30.5,Synodontidae,30.5
50664,Pseudoloricaria laeviuscula,0.0016,3.26,27,Loricariidae,30.5
3370,Lepomis auritus,0.0209,3.01,NA,Centrarchidae,30.5
3359,Ambloplites ariommus,0.0319,3,30.5,Centrarchidae,30.5
47677,Ogcocephalus vespertilio,0.0302,2.61,14.5,Ogcocephalidae,30.5
10176,Neoscopelus microchir,0.0104,2.9615,17.7,Neoscopelidae,30.5
2393,Marcusenius ussheri,0.008,2.986,26.8,Mormyridae,30.5
65546,Sparisoma rocha,0.0181,3.14,30.5,Scaridae,30.5
25501,Orthopristis forbesi,0.0138,2.98,NA,Haemulidae,30.5
14124,Oncopterus darwinii,0.00846,3.09,28.7,Pleuronectidae,30.4
51222,Anodus elongatus,0.0033275,3.473,26,Hemiodontidae,30.3
2952,Semotilus atromaculatus,0.036426,2.901,19.6,Cyprinidae,30.3
2095,Clarias buthupogon,0.0138,2.873,34.1,Clariidae,30.1
1217,Paranthias furcifer,0.0135,3.043,29.5,Serranidae,30
5840,Rhinecanthus rectangulus,0.0355,2.875,NA,Balistidae,30
4562,Triacanthus biaculeatus,0.01551,2.93,28,Triacanthidae,30
4624,Siganus virgatus,0.0204,3.236,16.5,Siganidae,30
8071,Amblyrhynchotes honckenii,0.0497,2.97,17.6,Tetraodontidae,30
5074,Mormyrus macrophthalmus,0.007515,3.0155,23.1,Mormyridae,30
1939,Decapterus maruadsi,0.013154,3.0188,30,Carangidae,30
994,Decapterus punctatus,0.009296667,3.0822,31,Carangidae,30
1165,Bairdiella chrysoura,0.0181,3.053,19.4,Sciaenidae,30
6933,Naso minor,0.0127,3.258,18.5,Acanthuridae,30
15500,Careproctus reinhardti,0.02067,3,18,Liparidae,30
5655,Planiliza melinopterus,0.018743333,2.93718,35.5,Mugilidae,30
10388,Pholis nebulosa,0.005295,3.417,27,Pholidae,30
27504,Scorpis lineolata,0.00763,3.136,18,Kyphosidae,30
4092,Gymnocanthus tricuspis,0.00573,3.29,NA,Cottidae,30
48179,Hedinichthys yarkandensis,0.0073,3.06,18.4,Nemacheilidae,30
5635,Hemigymnus fasciatus,0.023005,3,23.8,Labridae,30
2136,Dimidiochromis kiwinge,0.0235,3,28,Cichlidae,30
6025,Balistapus undulatus,0.036733333,3.167,19,Balistidae,30
5610,Novaculichthys taeniourus,0.0378,2.889,21,Labridae,30
1484,Opisthonema libertate,0.01325,3.0145,24.3,Clupeidae,30
65,Echiodon drummondii,0.000625,3,30,Carapidae,30
14320,Scorpaena papillosa,0.00913,3.137,19.6,Scorpaenidae,30
15287,Planiliza affinis,0.00886,3.129,15,Mugilidae,30
11964,Serrasalmus elongatus,0.0089,3.328,22.9,Serrasalmidae,30
1094,Pseudupeneus maculatus,0.016614,3.15564,30,Mullidae,30
8558,Tanakius kitaharae,0.0123,3.123333333,26.4,Pleuronectidae,30
6576,Sillago japonica,0.00674,3.045,18.9,Sillaginidae,30
7188,Arothron immaculatus,0.04863,2.831328,32.5,Tetraodontidae,30
356,Priacanthus macracanthus,0.023248182,2.835,30,Priacanthidae,30
3316,Centropristis ocyurus,0.0878,2.599,29.9,Serranidae,30
6444,Cephalopholis boenak,0.02016,3.010878571,30.5,Serranidae,30
6455,Cephalopholis spiloparaea,0.02635,3.0265,16,Serranidae,30
1060,Hyporhamphus unifasciatus,0.002598,3.19632,25,Hemiramphidae,30
23214,Hypselobarbus kolus,0.012,2.92,27,Cyprinidae,30
5520,Johnius belangerii,0.015607143,3.067571429,22.8,Sciaenidae,30
5626,Gomphosus varius,0.0122975,3.0201725,21.2,Labridae,30
10354,Acanthocepola abbreviata,7.00E-04,3.35,16.8,Cepolidae,30
1241,Sphoeroides spengleri,0.05434,2.7657,30.3,Tetraodontidae,30
437,Pagellus natalensis,0.017365,3.18105,NA,Sparidae,30
1187,Paralonchurus brasiliensis,0.002983333,3.3685,28,Sciaenidae,30
5986,Parupeneus barberinoides,0.0123,3.081,NA,Mullidae,30
492,Peprilus triacanthus,0.014233333,3.208333333,22,Stromateidae,30
8169,Hexagrammos agrammus,0.0063825,3.22025,28.4,Hexagrammidae,30
11978,Bagrichthys macropterus,0.0052,3.1041,25.1,Bagridae,30
1893,Atule mate,0.0179175,2.99975,29.9,Carangidae,30
4470,Polydactylus sextarius,0.0235,3.005,16.5,Polynemidae,30
1052,Eucinostomus melanopterus,0.0120375,3.068875,14.7,Gerreidae,30
6652,Abudefduf abdominalis,0.03107,3.043333333,18.2,Pomacentridae,30
4613,Siganus luridus,0.017916,2.949,28,Siganidae,30
5202,Hippopotamyrus pictus,0.0145,2.916,24.6,Mormyridae,30
13334,Ailia coila,0.0079,3.01,13,Ailiidae,30
4595,Branchiostegus auratus,0.0412,2.68,26.8,Malacanthidae,30
4477,Parachondrostoma toxostoma,0.006,3.179,13.2,Cyprinidae,30
5646,Thalassoma lutescens,0.01265,3.05943,17.6,Labridae,30
8229,Toxotes jaculatrix,0.0078,3.31,23,Toxotidae,30
7864,Osteomugil robustus,0.0243,2.961,36.2,Mugilidae,30
960,Cathorops spixii,0.010041,3.05717,25.9,Ariidae,30
5564,Chaetodon lineolatus,0.06926,2.62151,20,Chaetodontidae,30
7700,Gerres methueni,0.0308,3.032,24,Gerreidae,30
8308,Chrysochir aureus,0.01125,3.135,29.7,Sciaenidae,30
24628,Haemulopsis elongatus,0.03,2.8635,27.4,Haemulidae,30
5591,Heniochus singularius,0.039415,3,20.2,Chaetodontidae,30
8285,Pterygotrigla hemisticta,0.0065,3.1561,18.8,Triglidae,30
1240,Sphoeroides nephelus,0.02625,2.8733,26.5,Tetraodontidae,30
15249,Johnius macrorhynus,0.008115,3.0495,29.6,Sciaenidae,30
25847,Barbus cyclolepis,0.026066667,2.853333333,26,Cyprinidae,30
9591,Barbus haasi,0.00865,3.09675,25.3,Cyprinidae,30
14066,Ophioscion strabo,0.0058,3.224,17.2,Sciaenidae,30
4921,Scorpaenopsis diabolus,0.015475,3,22,Scorpaenidae,30
8318,Polynemus paradiseus,0.0034,3.23,17.1,Polynemidae,30
4233,Syacium papillosum,0.007735,3.0305,24.4,Paralichthyidae,30
5996,Gerres oyena,0.0136125,3.12977,23,Gerreidae,30
1135,Haemulon flavolineatum,0.022214286,2.974571429,31,Haemulidae,30
526,Dicologlossa cuneata,0.006328182,3.097118182,44.5,Soleidae,30
1203,Diplectrum formosum,0.006762,3.2426,72.8,Serranidae,30
25385,Nemapteryx nenga,0.0142,3,32,Ariidae,30
3906,Neoepinnula orientalis,0.0023,2.986,26.5,Gempylidae,30
28143,Peprilus paru,0.0351,2.849351,36,Stromateidae,30
14063,Mullus argentinae,0.010825,3.0962,26,Mullidae,30
7305,Myripristis hexagona,0.021855,3.064485,19,Holocentridae,30
4647,Johnius carutta,0.02267,3.04,22,Sciaenidae,30
497,Psenopsis anomala,0.02745,3.1,20.5,Centrolophidae,30
2011,Gadella maraldi,0.00301,3.304,23.4,Moridae,30
26254,Clinus superciliosus,0.0186,3.036,13.5,Clinidae,30
4899,Taenioides cirratus,0.01,2.59,20.6,Gobiidae,30
25063,Lutjanus rufolineatus,0.0341,2.996,19.5,Lutjanidae,30
551,Lycengraulis batesii,0.018233333,2.857666667,25.5,Engraulidae,30
5842,Sufflamen chrysopterum,0.0153,3.152,NA,Balistidae,30
1095,Upeneus parvus,0.022515,3.041,17.7,Mullidae,30
7925,Sillago maculata,0.00991,3,19.9,Sillaginidae,30
9628,Barbus prespensis,0.0082,3.2,30,Cyprinidae,30
961,Ariomma bondi,0.0031225,2.918825,18.7,Ariommatidae,30
7505,Hyporhamphus acutus,0.0034,4.11,20.5,Hemiramphidae,30
13327,Ompok pabda,0.0048,3.1,21.2,Siluridae,30
4039,Zaniolepis latipinnis,0.003,3.323,16.3,Hexagrammidae,30
23498,Acestrorhynchus falcatus,0.006495,3.195,30,Acestrorhynchidae,30
390,Mene maculata,0.02358,3.0544,21,Menidae,30
8062,Diplodus bellottii,0.01278,3.194166667,22.5,Sparidae,30
7379,Anableps anableps,0.00485,3.223,28.8,Anablepidae,30
47349,Sarcocheilichthys sinensis,0.0061,3.34445,16.4,Cyprinidae,30
10815,Upeneus asymmetricus,0.039,2.5,13.1,Mullidae,30
75,Gymnammodytes semisquamatus,6.00E-04,3.476,NA,Ammodytidae,30
58,Coris julis,0.008345,3.08525,23,Labridae,30
13664,Pennahia anea,0.02006,2.9584,26,Sciaenidae,30
13081,Takifugu pardalis,0.0249,3,31.7,Tetraodontidae,30
13280,Trachelyopterus galeatus,0.024151429,3.102285714,30,Auchenipteridae,30
3324,Baldwinella aureorubens,0.00453,3.15,31,Serranidae,30
463,Arctoscopus japonicus,0.01371,2.91,28,Trichodontidae,30
14698,Datnioides polota,0.01895,3.018,22.8,Datnioididae,30
4357,Calotomus spinidens,0.011525,3.2115,24.2,Scaridae,30
27023,Etmopterus splendidus,0.00524,3,24.7,Etmopteridae,30
5562,Chaetodon ephippium,0.022745,3.05046,17.5,Chaetodontidae,30
8317,Haemulon maculicauda,0.040966667,3.034333333,28.5,Haemulidae,30
13734,Haemulopsis axillaris,0.0129,3.032,21,Haemulidae,30
4240,Hippoglossoides robustus,0.00558,3.1901,53,Pleuronectidae,30
11938,Lepidotrigla microptera,0.0326,2.63,28,Triglidae,30
400,Brachydeuterus auritus,0.014333333,3.127666667,20.6,Haemulidae,30
3592,Pseudupeneus grandisquamis,0.00585,3.30775,23.2,Mullidae,30
550,Pterengraulis atherinoides,0.0065,2.97545,21.6,Engraulidae,30
16203,Puntioplites proctozystron,0.010635,3.0838,25.8,Cyprinidae,30
1805,Physiculus dalwigki,0.01074,2,31,Moridae,30
26201,Myripristis botche,0.027385,3.04685,19.5,Holocentridae,30
23949,Labeo boga,0.008433333,3.083333333,27.5,Cyprinidae,30
10430,Diapterus peruvianus,0.012575,3.1955,28.2,Gerreidae,30
5851,Nemipterus bipunctatus,0.0109,2.96825,29.8,Nemipteridae,30
3067,Opsanus beta,0.0255725,2.97025,33,Batrachoididae,30
8551,Pleuronichthys cornutus,0.025,2.977166667,30.5,Pleuronectidae,30
13052,Sebastes thompsoni,0.005033333,3.406666667,28.1,Sebastidae,30
1142,Haemulon steindachneri,0.0197,3.061333333,28,Haemulidae,30
939,Pterocaesio tile,0.01388,3.089333333,23.6,Caesionidae,30
4829,Terapon theraps,0.0097,3.139,17,Terapontidae,30
65229,Cirrhinus reba,0.003106667,3.465333333,NA,Cyprinidae,30
10309,Grammoplites scaber,0.0028,3.36,23.1,Platycephalidae,30
3832,Acanthogobius flavimanus,0.009905,2.9345,22.5,Gobiidae,30
7993,Barbichthys laevis,0.00918,3.015,30.2,Cyprinidae,30
14350,Caesioperca lepidoptera,0.0978,2.643,28,Serranidae,30
4790,Misgurnus fossilis,0.00305,3.1535,23.3,Cobitidae,30
5839,Rhinecanthus aculeatus,0.03505,2.8705,16.5,Balistidae,30
1047,Sardinella maderensis,0.010973333,3.028777778,29,Clupeidae,30
13736,Pomadasys branickii,0.017,3.1275,26,Haemulidae,30
1937,Chloroscombrus orqueta,0.009333333,3.032333333,23.7,Carangidae,30
13721,Haemulopsis nitidus,0.01845,2.9275,23.6,Haemulidae,30
11003,Nibea maculata,0.00494,3.3435,24.6,Sciaenidae,30
13869,Lophiodes spilurus,0.01535,3.1865,27.9,Lophiidae,30
1185,Odontoscion dentex,0.0105,3.007,5.8,Sciaenidae,30
14146,Peprilus snyderi,0.01095,3.19,27.6,Stromateidae,30
4018,Peristedion miniatum,0.04719,2.36,26,Peristediidae,30
8129,Tetrosomus gibbosus,0.2275,2.299105,26,Ostraciidae,30
4910,Myripristis berndti,0.0383475,2.91814,23.4,Holocentridae,30
28065,Coregonus macrophthalmus,0.013086667,3.079777778,NA,Salmonidae,30
13255,Leporellus vittatus,0.01515,3.075,25,Anostomidae,30
53698,Ageneiosus militaris,0.0389,2.713666667,31.5,Auchenipteridae,30
933,Pterocaesio digramma,0.00685,3.381106667,20,Caesionidae,30
48,Parablennius gattorugine,0.00985,3.09225,16.1,Blenniidae,30
1829,Steindachneria argentea,0.00126,3.3065,40.5,Merlucciidae,30
7945,Pelates quadrilineatus,0.0134,2.958,12.1,Terapontidae,30
12466,Nexilosus latifrons,0.0075,3.35,23.2,Pomacentridae,30
8522,Nezumia liolepis,0.003,2.932,20,Macrouridae,30
617,Lampanyctus crocodilus,0.0051,2.98,21,Myctophidae,30
25646,Leporinus affinis,0.0153,3.04,30,Anostomidae,30
54,Capros aper,0.035042727,2.7565,16.5,Caproidae,30
5800,Gerres erythrourus,0.0115,3.0565,27.9,Gerreidae,30
5831,Cirrhitus pinnulatus,0.02861,3,19.6,Cirrhitidae,30
46876,Crenicichla lenticulata,0.00884,3,40.6,Cichlidae,30
1588,Brevoortia gunteri,0.0147,2.8412,12,Clupeidae,30
543,Anchovia clupeoides,0.00626,3.182857143,17.9,Engraulidae,30
1349,Raniceps raninus,0.0062,3.267,30.5,Gadidae,30
14194,Pangasius macronema,0.01205,2.78495,22.8,Pangasiidae,30
1234,Stenotomus caprinus,0.0168,3.069,10,Sparidae,30
60849,Parupeneus insularis,0.0169,3.1,28.5,Mullidae,30
25636,Anostomoides laticeps,0.0399,2.793,30,Anostomidae,30
1625,Ilisha africana,0.008790909,2.977818182,28.7,Pristigasteridae,30
50033,Chaetostoma fischeri,0.0391,2.89,17,Loricariidae,30
24313,Lagocephalus wheeleri,0.01675,2.975,24,Tetraodontidae,30
14011,Larimus effulgens,0.0082,3.084,22.5,Sciaenidae,30
8213,Emmelichthys struhsakeri,0.012,2.95,20,Emmelichthyidae,30
1832,Gnathodentex aureolineatus,0.016246667,3.11118,20.5,Lethrinidae,30
4925,Grammistes sexlineatus,0.02551,3,15.4,Serranidae,30
7284,Gymnothorax melatremus,0.0013,3,13.2,Muraenidae,30
2488,Coptodon guineensis,0.01767,2.961195,26.6,Cichlidae,30
5161,Borostomias panamensis,0.0102,2.95,NA,Stomiidae,30
14540,Meuschenia australis,0.02188,2.91,NA,Monacanthidae,30
14541,Meuschenia flavolineata,0.02188,2.91,NA,Monacanthidae,30
25437,Mulloidichthys mimicus,0.01023,3.09,NA,Mullidae,30
8727,Alphestes immaculatus,0.01148,3.05,NA,Serranidae,30
8728,Alphestes multiguttatus,0.01148,3.05,NA,Serranidae,30
13993,Odontoscion xanthops,0.00537,3.09,NA,Sciaenidae,30
14075,Pareques perissa,0.00537,3.09,NA,Sciaenidae,30
5870,Pentapodus paradiseus,0.01514,2.97,NA,Nemipteridae,30
53220,Pogonoperca ocellata,0.01122,3.06,NA,Serranidae,30
59451,Prionurus chrysurus,0.01995,3.01,NA,Acanthuridae,30
12757,Pristilepis oligolepis,0.017778,3.02,NA,Holocentridae,30
3656,Clepticus parrae,0.0141,3.0081,NA,Labridae,30
5594,Pseudodax moluccanus,0.01122,3.04,NA,Labridae,30
25420,Rhinecanthus assasi,0.0522,2.641,NA,Balistidae,30
4974,Scarus spinus,0.00794,3.11,NA,Scaridae,30
14555,Scobinichthys granulatus,0.02188,2.91,NA,Monacanthidae,30
5888,Scolopsis ghanam,0.0182,2.98,NA,Nemipteridae,30
7399,Synodus ulae,0.00407,3.19,NA,Synodontidae,30
5649,Thalassoma trilobatum,0.00977,3.05,NA,Labridae,30
13821,Thalassoma virens,0.00977,3.05,NA,Labridae,30
6030,Xanthichthys auromarginatus,0.0257,2.94,NA,Balistidae,30
6944,Xanthichthys lineopunctatus,0.0257,2.94,NA,Balistidae,30
4284,Xanthichthys mento,0.0257,2.94,NA,Balistidae,30
25502,Xenocys jessiae,0.00389,3.12,NA,Haemulidae,30
13701,Anisotremus caesius,0.01622,3.03,NA,Haemulidae,30
10276,Antennarius pictus,0.01995,3.01,NA,Antennariidae,30
8772,Apolemichthys griffisi,0.0302,2.89,NA,Pomacanthidae,30
25413,Arothron diadematus,0.02754,2.88,NA,Tetraodontidae,30
12227,Atypichthys latus,0.02291,2.99,NA,Kyphosidae,30
3662,Halichoeres cyanocephalus,0.0126,3.0673,NA,Labridae,30
6451,Cephalopholis oligosticta,0.01259,3.05,NA,Serranidae,30
1151,Nicholsina usta,0.0179,3.0448,NA,Scaridae,30
56144,Cheilodactylus gibbosus,0.0123,3.02,NA,Cheilodactylidae,30
7907,Chlorurus atrilunula,0.01413,3.04,NA,Scaridae,30
12722,Choerodon fasciatus,0.01259,3.05,NA,Labridae,30
60816,Coris ballieui,0.01,3.06,NA,Labridae,30
6460,Epinephelus bontoides,0.01148,3.04,NA,Serranidae,30
6467,Epinephelus fasciatomaculosus,0.01148,3.04,NA,Serranidae,30
4300,Chilomycterus antillarum,0.0236,3.124,NA,Diodontidae,30
3284,Hippocampus ingens,0.00427,3,NA,Syngnathidae,30
15090,Hypoplectrodes annulatus,0.00933,2.97,NA,Serranidae,30
14628,Hypoplectrodes nigroruber,0.00933,2.97,NA,Serranidae,30
3648,Hypsypops rubicundus,0.02239,2.99,NA,Pomacentridae,30
56574,Iniistius trivittatus,0.01122,3.04,NA,Labridae,30
1409,Lutjanus bengalensis,0.01445,2.98,NA,Lutjanidae,30
1411,Lutjanus bitaeniatus,0.01445,2.98,NA,Lutjanidae,30
354,Lutjanus dodecacanthoides,0.01445,2.98,NA,Lutjanidae,30
160,Lutjanus madras,0.01445,2.98,NA,Lutjanidae,30
183,Lutjanus viridis,0.01445,2.98,NA,Lutjanidae,30
13018,Zosterisessor ophiocephalus,0.006695,3.30375,29.9,Gobiidae,29.9
13724,Orthopristis reddingi,0.15,2.45,29.8,Haemulidae,29.8
47479,Hassar orestis,0.0133,2.87,29.8,Doradidae,29.8
4005,Sebastes umbrosus,0.0214,3,29.8,Sebastidae,29.8
56494,Uranoscopus guttatus,0.0038,3.5189,29.8,Uranoscopidae,29.8
5855,Nemipterus zysron,0.02435,3.0035,27,Nemipteridae,29.7
66161,Baryancistrus xanthellus,0.0112,3.16,29.7,Loricariidae,29.7
7542,Symphysanodon berryi,0.0051,3.078,29.6,Symphysanodontidae,29.6
66162,Baryancistrus chrysolomus,0.0094,3.16,29.6,Loricariidae,29.6
1508,Sardinella gibbosa,0.021825,2.951321429,29.6,Clupeidae,29.6
23461,Loricaria cataphracta,0.00549,2.934,27.9,Loricariidae,29.5
56270,Onychostoma fangi,0.00806,3,29.5,Cyprinidae,29.5
23495,Cynopotamus argenteus,0.009756667,3.166666667,29.5,Characidae,29.5
13933,Lepophidium prorates,0.003,3.045,27.5,Ophidiidae,29.5
66286,Leucos albus,0.009,3.095,19.8,Cyprinidae,29.5
24641,Syacium guineensis,0.0082,3,29.5,Paralichthyidae,29.5
55917,Rhinogobio ventralis,0.0133675,3.09675,29.5,Cyprinidae,29.5
62450,Scardinius knezevici,0.012,2.956,29.5,Cyprinidae,29.5
48447,Rhamdia laticauda,0.013,3.094,29.4,Heptapteridae,29.4
26615,Chondrostoma knerii,0.0035,3.27,29.4,Cyprinidae,29.4
25961,Ophidion rochei,0.0023,3.2,27.5,Ophidiidae,29.3
2714,Chauliodus macouni,0.00272,3.17,29.3,Stomiidae,29.3
7499,Colomesus psittacus,0.039925,2.78555,29.3,Tetraodontidae,29.3
47962,Ponticola bathybius,0.0777,2.44,29.3,Gobiidae,29.3
22905,Pseudogobio esocinus,0.005865,3.085,29.2,Cyprinidae,29.2
54783,Pseudolaubuca sinensis,0.007886667,3.046666667,29.2,Cyprinidae,29.2
3363,Centrarchus macropterus,0.02845,3,27,Centrarchidae,29.2
55362,Pseudogyrinocheilus prochilus,0.011673333,3.13,31,Cyprinidae,29.2
54909,Pseudohemiculter dispar,0.009124,3.0093,29.1,Cyprinidae,29.1
3023,Ameiurus platycephalus,0.00719,3.197,22.9,Ictaluridae,29
13169,Labeo boggut,0.0083,3.05,25.2,Cyprinidae,29
52603,Acanthobrama marmid,0.00563,3.168,28.6,Cyprinidae,29
57543,Scobinancistrus aureatus,0.0115,3.02,29,Loricariidae,29
6386,Inimicus japonicus,0.0197,3,29,Synanceiidae,29
4554,Nemipterus peronii,0.016363333,3.030068333,48.5,Nemipteridae,29
23798,Cryptacanthodes bergi,0.002,2.954,29,Cryptacanthodidae,29
1331,Nerophis ophidion,0.000436,2.475,26,Syngnathidae,29
61527,Giuris margaritacea,0.007445,3.1796,10.4,Eleotridae,29
3350,Serranus tigrinus,0.0145,3.048,28.8,Serranidae,29
2098,Clarias agboyiensis,0.00734,3.015,NA,Clariidae,29
7866,Parapercis hexophtalma,0.00766,3.15813,23,Pinguipedidae,29
23956,Gymnocanthus detrisus,0.0157,2.90325,39,Cottidae,29
1955,Selene brownii,0.03345,2.635,30.5,Carangidae,29
4742,Acanthurus pyroferus,0.00342,3,20.5,Acanthuridae,29
8205,Telatrygon zugei,0.011842,3.205,52.95,Dasyatidae,29
53231,Pimelodus ortmanni,0.0096,3.14,29.5,Pimelodidae,29
5953,Paracirrhites hemistictus,0.00933,3.08,NA,Cirrhitidae,29
4918,Anampses elegans,0.01,3.06,NA,Labridae,29
58687,Anthias noeli,0.00933,2.97,NA,Serranidae,29
6925,Bodianus oxycephalus,0.01202,3.06,NA,Labridae,29
11865,Chromis intercrusma,0.01479,2.98,NA,Pomacentridae,29
63478,Squalius cii,0.0105,3.109,28.9,Cyprinidae,28.9
50504,Channa gachua,0.009592,3.056,28.8,Channidae,28.8
13254,Laemolyta taeniata,0.01174,3.119,24.5,Anostomidae,28.8
10313,Cyclocheilichthys apogon,0.00793,3.14,28.7,Cyprinidae,28.7
52646,Schizodon intermedius,0.019,3.08,25.5,Anostomidae,28.7
5077,Isichthys henryi,0.0267,2.252,31.9,Mormyridae,28.7
54057,Myxine mccoskeri,0.00655,2.5,28.2,Myxinidae,28.6
53282,Laemolyta proxima,0.013615,2.978,28.5,Anostomidae,28.5
1066,Bodianus pulchellus,0.0187,3.12,21.5,Labridae,28.5
3312,Pronotogrammus multifasciatus,0.011,3.16,28.5,Serranidae,28.5
66281,Hassar gabiru,0.0072,3.17,28.5,Doradidae,28.5
8397,Cubiceps caeruleus,0.021164,2.7316,28.5,Nomeidae,28.5
60754,Plectorhinchus macrospilus,0.01349,3.01,NA,Haemulidae,28.5
1530,Strangomera bentincki,0.008105,3.109,NA,Clupeidae,28.4
23699,Chaeturichthys stigmatias,0.016433333,2.649333333,28.2,Gobiidae,28.2
13547,Porichthys analis,0.012113333,3.0673,28.2,Batrachoididae,28.2
50619,Spatuloricaria evansii,0.0091,2.905,28.2,Loricariidae,28.2
25869,Chondrostoma holmwoodii,0.014033333,3.04,28.2,Cyprinidae,28.2
8406,Choerodon oligacanthus,0.01259,3.05,NA,Labridae,28.2
8222,Pontinus sierra,0.0114,2.745,19.4,Scorpaenidae,28
48084,Procottus jeittelesii,0.0145,3,NA,Abyssocottidae,28
48464,Pimelodus fur,0.012,2.995,28,Pimelodidae,28
4144,Triglops forficatus,0.0032,3.1402,28,Cottidae,28
4451,Leiognathus equulus,0.019626667,3.125956667,28.5,Leiognathidae,28
11716,Gymnocanthus pistilliger,0.023685,2.94505,26,Cottidae,28
27179,Gyrinocheilus pennocki,0.0113,2.975,22.8,Gyrinocheilidae,28
7770,Thalassoma duperrey,0.0155,2.89,24.5,Labridae,28
1158,Sparisoma aurofrenatum,0.01442,3.13475,33,Scaridae,28
3115,Ophidion scrippsae,0.001,3.398,23.4,Ophidiidae,28
5878,Scolopsis margaritifera,0.0333,2.966,25,Nemipteridae,28
1143,Haemulon striatum,0.0175,3.099,18,Haemulidae,28
2681,Prosopium coulterii,0.00378,3.204,15,Salmonidae,28
64790,Capoeta erhani,0.00735,3.121925,47,Cyprinidae,28
64146,Luciobarbus kottelati,0.0099,3.138,NA,Cyprinidae,28
59,Symphodus melops,0.00904,3.135,18,Labridae,28
1412,Sarotherodon melanotheron,0.020846667,3.0487,26.4,Cichlidae,28
4934,Bembrops heterurus,0.00779,2.9115,24,Percophidae,28
803,Cephalurus cephalus,0.0083,2.84,29.5,Scyliorhinidae,28
493,Peprilus simillimus,0.002,3.804,18.5,Stromateidae,28
4457,Siganus spinus,0.031205,2.9911275,27,Siganidae,28
4751,Geophagus brasiliensis,0.027363077,3.028076923,27.8,Cichlidae,28
4821,Upeneus vittatus,0.00998,3.21393625,25,Mullidae,28
13972,Syacium latifrons,0.012,3.075,21,Paralichthyidae,28
57956,Chilomycterus spinosus spinosus,0.13554,2.63,28,Diodontidae,28
6456,Cephalopholis urodeta,0.02101,2.995375,25.5,Serranidae,28
3016,Misgurnus anguillicaudatus,0.006256364,3.029363636,21,Cobitidae,28
16123,Anematichthys repasson,0.01,3.1325,19.2,Cyprinidae,28
25157,Macrognathus maculatus,0.00674,2.875,19.3,Mastacembelidae,28
10994,Parupeneus forsskali,0.01202,3.09,NA,Mullidae,28
14389,Pempheris multiradiata,0.01585,2.99,NA,Pempheridae,28
5873,Pentapodus trivittatus,0.01514,2.97,NA,Nemipteridae,28
5661,Pomacanthus navarchus,0.0309,2.9,NA,Pomacanthidae,28
13774,Rhinecanthus lunula,0.0522,2.641,NA,Balistidae,28
25545,Rypticus bicolor,0.01738,3.01,NA,Serranidae,28
4917,Anampses lennardi,0.01,3.06,NA,Labridae,28
1984,Uraspis uraspis,0.01413,2.96,NA,Carangidae,28
59649,Bodianus trilineatus,0.01202,3.06,NA,Labridae,28
51514,Bovichtus angustifrons,0.01,3.04,NA,Bovichtidae,28
66482,Cephalopholis nigripinnis,0.01259,3.05,NA,Serranidae,28
10823,Chaetodontoplus duboulayi,0.0302,2.89,NA,Pomacanthidae,28
6010,Acanthurus chronixis,0.02291,2.96,NA,Acanthuridae,28
51991,Serrasalmus gouldingi,0.0136,3.32,27,Serrasalmidae,27.9
3360,Ambloplites constellatus,0.0206,3,27.9,Centrarchidae,27.9
8700,Pygocentrus cariba,0.03186,3,26,Serrasalmidae,27.9
6407,Chilomycterus schoepfii,0.0236,3.124,21.2,Diodontidae,27.9
9059,Sargocentron hastatum,0.05955,2.70215,27.9,Holocentridae,27.9
